18-08-08 14:48:23 --- one package
18-08-08 14:48:41 ---  -656 -1761  8617
18-08-08 14:48:41 ---  -662 -1799  8616
18-08-08 14:48:41 ---  -670 -1848  8605
18-08-08 14:48:41 ---  -674 -1901  8594
18-08-08 14:48:41 ---  -689 -1943  8584
18-08-08 14:48:41 ---  -709 -1967  8587
18-08-08 14:48:41 ---  -734 -1973  8591
18-08-08 14:48:41 ---  -762 -1972  8594
18-08-08 14:48:41 ---  -777 -1965  8596
18-08-08 14:48:41 ---  -793 -1961  8583
18-08-08 14:48:41 ---  -798 -1953  8578
18-08-08 14:48:41 ---  -805 -1938  8574
18-08-08 14:48:41 ---  -812 -1921  8585
18-08-08 14:48:41 ---  -808 -1891  8593
18-08-08 14:48:41 ---  -810 -1856  8607
18-08-08 14:48:41 ---  -797 -1817  8615
18-08-08 14:48:41 ---  -790 -1766  8620
18-08-08 14:48:41 ---  -770 -1709  8635
18-08-08 14:48:41 ---  -747 -1642  8649
18-08-08 14:48:41 ---  -712 -1576  8661
18-08-08 14:48:41 ---  -681 -1510  8661
18-08-08 14:48:41 ---  -659 -1451  8654
18-08-08 14:48:41 ---  -647 -1401  8636
18-08-08 14:48:41 ---  -660 -1364  8624
18-08-08 14:48:41 ---  -676 -1340  8616
18-08-08 14:48:41 ---  -694 -1327  8613
18-08-08 14:48:41 ---  -703 -1324  8618
18-08-08 14:48:41 ---  -716 -1318  8619
18-08-08 14:48:41 ---  -730 -1318  8628
18-08-08 14:48:41 ---  -747 -1323  8622
18-08-08 14:48:41 ---  -753 -1333  8629
18-08-08 14:48:41 ---  -753 -1351  8621
18-08-08 14:48:41 ---  -728 -1370  8626
18-08-08 14:48:41 ---  -717 -1392  8623
18-08-08 14:48:41 ---  -701 -1416  8612
18-08-08 14:48:41 ---  -694 -1444  8610
18-08-08 14:48:41 ---  -677 -1470  8592
18-08-08 14:48:41 ---  -669 -1487  8583
18-08-08 14:48:41 ---  -664 -1500  8572
18-08-08 14:48:41 ---  -674 -1500  8570
18-08-08 14:48:41 ---  -693 -1495  8569
18-08-08 14:48:41 ---  -693 -1477  8575
18-08-08 14:48:41 ---  -691 -1412  8584
18-08-08 14:48:41 ---  -665 -1377  8568
18-08-08 14:48:41 ---  -640 -1335  8569
18-08-08 14:48:41 ---  -624 -1312  8553
18-08-08 14:48:41 ---  -607 -1291  8552
18-08-08 14:48:41 ---  -600 -1286  8549
18-08-08 14:48:41 ---  -576 -1289  8552
18-08-08 14:48:41 ---  -563 -1285  8546
18-08-08 14:48:41 ---  -553 -1275  8544
18-08-08 14:48:41 ---  -556 -1255  8540
18-08-08 14:48:41 ---  -550 -1234  8536
18-08-08 14:48:41 ---  -552 -1218  8532
18-08-08 14:48:41 ---  -554 -1204  8513
18-08-08 14:48:42 ---  -545 -1190  8501
18-08-08 14:48:42 ---  -541 -1179  8482
18-08-08 14:48:42 ---  -529 -1162  8475
18-08-08 14:48:42 ---  -520 -1157  8483
18-08-08 14:48:42 ---  -506 -1147  8503
18-08-08 14:48:42 ---  -492 -1140  8528
18-08-08 14:48:42 ---  -476 -1126  8545
18-08-08 14:48:42 ---  -459 -1111  8567
18-08-08 14:48:42 ---  -452 -1099  8580
18-08-08 14:48:42 ---  -439 -1087  8577
18-08-08 14:48:42 ---  -424 -1079  8580
18-08-08 14:48:42 ---  -419 -1063  8579
18-08-08 14:48:42 ---  -414 -1044  8583
18-08-08 14:48:42 ---  -424 -1013  8595
18-08-08 14:48:42 ---  -437  -986  8612
18-08-08 14:48:42 ---  -442  -948  8624
18-08-08 14:48:42 ---  -434  -902  8634
18-08-08 14:48:42 ---  -420  -849  8633
18-08-08 14:48:42 ---  -405  -782  8636
18-08-08 14:48:42 ---  -395  -721  8632
18-08-08 14:48:42 ---  -394  -673  8627
18-08-08 14:48:42 ---  -396  -651  8629
18-08-08 14:48:42 ---  -396  -650  8619
18-08-08 14:48:42 ---  -390  -662  8615
18-08-08 14:48:42 ---  -379  -676  8599
18-08-08 14:48:42 ---  -375  -680  8588
18-08-08 14:48:42 ---  -365  -680  8581
18-08-08 14:48:42 ---  -375  -681  8568
18-08-08 14:48:42 ---  -392  -678  8561
18-08-08 14:48:42 ---  -402  -675  8556
18-08-08 14:48:42 ---  -429  -667  8550
18-08-08 14:48:42 ---  -430  -656  8554
18-08-08 14:48:42 ---  -443  -646  8563
18-08-08 14:48:42 ---  -444  -639  8573
18-08-08 14:48:42 ---  -453  -640  8582
18-08-08 14:48:42 ---  -466  -638  8594
18-08-08 14:48:42 ---  -482  -642  8603
18-08-08 14:48:42 ---  -504  -643  8618
18-08-08 14:48:42 ---  -522  -652  8627
18-08-08 14:48:42 ---  -544  -658  8645
18-08-08 14:48:42 ---  -560  -670  8658
18-08-08 14:48:42 ---  -578  -678  8658
18-08-08 14:48:42 ---  -587  -688  8662
18-08-08 14:48:42 ---  -599  -701  8651
18-08-08 14:48:42 ---  -608  -707  8654
18-08-08 14:48:42 ---  -628  -714  8655
18-08-08 14:48:42 ---  -650  -718  8662
18-08-08 14:48:42 ---  -674  -721  8662
18-08-08 14:48:42 ---  -700  -727  8655
18-08-08 14:48:42 ---  -716  -731  8644
18-08-08 14:48:42 ---  -729  -733  8638
18-08-08 14:48:42 ---  -743  -731  8634
18-08-08 14:48:42 ---  -752  -736  8639
18-08-08 14:48:42 ---  -763  -746  8645
18-08-08 14:48:42 ---  -775  -759  8650
18-08-08 14:48:42 ---  -778  -768  8653
18-08-08 14:48:42 ---  -788  -763  8651
18-08-08 14:48:42 ---  -786  -750  8660
18-08-08 14:48:42 ---  -789  -735  8657
18-08-08 14:48:42 ---  -789  -725  8653
18-08-08 14:48:42 ---  -780  -722  8641
18-08-08 14:48:42 ---  -777  -721  8615
18-08-08 14:48:42 ---  -774  -715  8592
18-08-08 14:48:42 ---  -767  -711  8560
18-08-08 14:48:42 ---  -764  -707  8542
18-08-08 14:48:42 ---  -771  -707  8530
18-08-08 14:48:42 ---  -778  -713  8545
18-08-08 14:48:42 ---  -803  -716  8584
18-08-08 14:48:42 ---  -822  -716  8644
18-08-08 14:48:42 ---  -855  -709  8725
18-08-08 14:48:42 ---  -903  -693  8804
18-08-08 14:48:42 ---  -984  -659  8968
18-08-08 14:48:42 --- -1077  -622  9254
18-08-08 14:48:42 --- -1178  -573  9624
18-08-08 14:48:42 --- -1216  -534  9910
18-08-08 14:48:42 --- -1198  -468 10143
18-08-08 14:48:42 --- -1085  -388 10224
18-08-08 14:48:42 ---  -926  -308 10227
18-08-08 14:48:42 ---  -743  -249 10234
18-08-08 14:48:42 ---  -564  -236 10188
18-08-08 14:48:42 ---  -420  -277  9979
18-08-08 14:48:42 ---  -305  -342  9850
18-08-08 14:48:42 ---  -225  -427  9693
18-08-08 14:48:42 ---  -186  -768  9490
18-08-08 14:48:42 ---  -188  -605  9265
18-08-08 14:48:42 ---  -231  -688  8999
18-08-08 14:48:42 ---  -305  -828  8747
18-08-08 14:48:42 ---  -396  -868  8502
18-08-08 14:48:42 ---  -489  -880  8299
18-08-08 14:48:42 ---  -584  -871  8140
18-08-08 14:48:42 ---  -658  -835  8028
18-08-08 14:48:42 ---  -753  -782  7955
18-08-08 14:48:42 ---  -760  -720  7915
18-08-08 14:48:42 ---  -737  -650  7906
18-08-08 14:48:42 ---  -693  -584  7930
18-08-08 14:48:42 ---  -632  -504  7961
18-08-08 14:48:42 ---  -557  -434  8016
18-08-08 14:48:42 ---  -479  -356  8068
18-08-08 14:48:42 ---  -397  -305  8130
18-08-08 14:48:42 ---  -318  -274  8192
18-08-08 14:48:42 ---  -240  -265  8262
18-08-08 14:48:42 ---  -178  -264  8333
18-08-08 14:48:42 ---  -129  -269  8402
18-08-08 14:48:42 ---  -106  -283  8464
18-08-08 14:48:42 ---  -114  -306  8509
18-08-08 14:48:42 ---  -156  -358  8533
18-08-08 14:48:42 ---  -226  -407  8548
18-08-08 14:48:42 ---  -316  -452  8542
18-08-08 14:48:42 ---  -404  -472  8538
18-08-08 14:48:42 ---  -481  -470  8530
18-08-08 14:48:42 ---  -533  -447  8526
18-08-08 14:48:42 ---  -569  -426  8528
18-08-08 14:48:42 ---  -589  -400  8527
18-08-08 14:48:42 ---  -603  -379  8530
18-08-08 14:48:42 ---  -616  -357  8524
18-08-08 14:48:42 ---  -629  -327  8529
18-08-08 14:48:42 ---  -655  -291  8521
18-08-08 14:48:42 ---  -684  -243  8519
18-08-08 14:48:42 ---  -726  -191  8503
18-08-08 14:48:42 ---  -777  -136  8478
18-08-08 14:48:42 ---  -830   -83  8444
18-08-08 14:48:42 ---  -879   -32  8414
18-08-08 14:48:42 ---  -914    13  8377
18-08-08 14:48:42 ---  -942    52  8355
18-08-08 14:48:42 ---  -962    84  8343
18-08-08 14:48:42 ---  -981   112  8342
18-08-08 14:48:42 --- -1011   140  8346
18-08-08 14:48:42 --- -1030   166  8352
18-08-08 14:48:42 --- -1045   178  8354
18-08-08 14:48:42 --- -1043   181  8352
18-08-08 14:48:42 --- -1035   172  8351
18-08-08 14:48:42 --- -1018   155  8353
18-08-08 14:48:42 ---  -997   135  8354
18-08-08 14:48:42 ---  -976   113  8358
18-08-08 14:48:42 ---  -958    81  8359
18-08-08 14:48:42 ---  -940    51  8359
18-08-08 14:48:42 ---  -933    18  8348
18-08-08 14:48:42 ---  -927    -8  8336
18-08-08 14:48:42 ---  -928   -38  8320
18-08-08 14:48:42 ---  -930   -63  8304
18-08-08 14:48:42 ---  -944   -91  8294
18-08-08 14:48:42 ---  -949  -114  8292
18-08-08 14:48:42 ---  -961  -139  8279
18-08-08 14:48:42 ---  -952  -162  8274
18-08-08 14:48:42 ---  -943  -189  8263
18-08-08 14:48:42 ---  -927  -213  8250
18-08-08 14:48:42 ---  -916  -244  8242
18-08-08 14:48:42 ---  -906  -276  8229
18-08-08 14:48:42 ---  -896  -316  8220
18-08-08 14:48:42 ---  -894  -356  8199
18-08-08 14:48:42 ---  -882  -400  8182
18-08-08 14:48:43 ---  -872  -436  8156
18-08-08 14:48:43 ---  -862  -472  8140
18-08-08 14:48:43 ---  -850  -502  8126
18-08-08 14:48:43 ---  -838  -531  8125
18-08-08 14:48:43 ---  -830  -556  8118
18-08-08 14:48:43 ---  -827  -585  8128
18-08-08 14:48:43 ---  -823  -604  8132
18-08-08 14:48:43 ---  -828  -625  8152
18-08-08 14:48:43 ---  -832  -632  8171
18-08-08 14:48:43 ---  -835  -642  8189
18-08-08 14:48:43 ---  -835  -643  8208
18-08-08 14:48:43 ---  -833  -650  8220
18-08-08 14:48:43 ---  -830  -659  8235
18-08-08 14:48:43 ---  -828  -668  8265
18-08-08 14:48:43 ---  -834  -683  8283
18-08-08 14:48:43 ---  -837  -694  8314
18-08-08 14:48:43 ---  -848  -698  8328
18-08-08 14:48:43 ---  -856  -700  8339
18-08-08 14:48:43 ---  -870  -693  8346
18-08-08 14:48:43 ---  -882  -689  8349
18-08-08 14:48:43 ---  -888  -674  8360
18-08-08 14:48:43 ---  -896  -669  8371
18-08-08 14:48:43 ---  -885  -648  8380
18-08-08 14:48:43 ---  -881  -640  8394
18-08-08 14:48:43 ---  -873  -620  8393
18-08-08 14:48:43 ---  -871  -607  8393
18-08-08 14:48:43 ---  -879  -590  8387
18-08-08 14:48:43 ---  -889  -571  8381
18-08-08 14:48:43 ---  -897  -547  8377
18-08-08 14:48:43 ---  -915  -514  8382
18-08-08 14:48:43 ---  -917  -478  8382
18-08-08 14:48:43 ---  -918  -438  8384
18-08-08 14:48:43 ---  -916  -400  8377
18-08-08 14:48:43 --- one package
18-08-08 14:48:43 --- -1115 -7673  1290
18-08-08 14:48:43 --- -1177 -8509  2022
18-08-08 14:48:43 --- -1236 -8340  1887
18-08-08 14:48:43 --- -1442 -7914  1595
18-08-08 14:48:43 --- -1466 -7695  1486
18-08-08 14:48:43 --- -1539 -7924  1404
18-08-08 14:48:43 --- -1579 -8264  1751
18-08-08 14:48:43 --- -1607 -8364  1740
18-08-08 14:48:43 --- -1681 -8292  1779
18-08-08 14:48:43 --- -1718 -8184  1703
18-08-08 14:48:43 --- -1722 -8273  1761
18-08-08 14:48:43 --- -1720 -8370  1838
18-08-08 14:48:43 --- -1698 -8387  1827
18-08-08 14:48:43 --- -1699 -8289  1787
18-08-08 14:48:43 --- -1660 -8223  1733
18-08-08 14:48:43 --- -1618 -8207  1703
18-08-08 14:48:43 --- -1550 -8279  1766
18-08-08 14:48:43 --- -1492 -8294  1732
18-08-08 14:48:43 --- -1447 -8294  1780
18-08-08 14:48:43 --- -1412 -8197  1725
18-08-08 14:48:44 --- -1379 -8160  1778
18-08-08 14:48:44 --- -1318 -8178  1817
18-08-08 14:48:44 --- -1242 -8305  1929
18-08-08 14:48:44 --- -1170 -8395  1968
18-08-08 14:48:44 --- -1124 -8420  1950
18-08-08 14:48:44 --- -1104 -8336  1865
18-08-08 14:48:44 --- -1101 -8265  1804
18-08-08 14:48:44 --- -1082 -8204  1767
18-08-08 14:48:44 --- -1052 -8176  1795
18-08-08 14:48:44 --- -1023 -8122  1816
18-08-08 14:48:44 ---  -982 -8090  1866
18-08-08 14:48:44 ---  -937 -8066  1906
18-08-08 14:48:44 ---  -879 -8089  1975
18-08-08 14:48:44 ---  -810 -8092  2009
18-08-08 14:48:44 ---  -755 -8065  2030
18-08-08 14:48:44 ---  -705 -8004  2001
18-08-08 14:48:44 ---  -674 -7976  1992
18-08-08 14:48:44 ---  -628 -7998  2000
18-08-08 14:48:44 ---  -595 -8052  2023
18-08-08 14:48:44 ---  -562 -8070  2041
18-08-08 14:48:44 ---  -552 -8030  2021
18-08-08 14:48:44 ---  -547 -7959  1999
18-08-08 14:48:44 ---  -542 -7904  1988
18-08-08 14:48:44 ---  -522 -7906  2013
18-08-08 14:48:44 ---  -495 -7944  2047
18-08-08 14:48:44 ---  -460 -8006  2095
18-08-08 14:48:44 ---  -439 -8044  2118
18-08-08 14:48:44 ---  -425 -8054  2134
18-08-08 14:48:44 ---  -420 -8033  2127
18-08-08 14:48:44 ---  -419 -8008  2123
18-08-08 14:48:44 ---  -410 -7969  2098
18-08-08 14:48:44 ---  -397 -7955  2099
18-08-08 14:48:44 ---  -376 -7941  2089
18-08-08 14:48:44 ---  -349 -7937  2087
18-08-08 14:48:44 ---  -320 -7916  2073
18-08-08 14:48:44 ---  -285 -7884  2052
18-08-08 14:48:44 ---  -264 -7856  2031
18-08-08 14:48:44 ---  -233 -7847  2048
18-08-08 14:48:44 ---  -226 -7859  2070
18-08-08 14:48:44 ---  -221 -7884  2108
18-08-08 14:48:44 ---  -224 -7884  2126
18-08-08 14:48:44 ---  -232 -7883  2141
18-08-08 14:48:44 ---  -236 -7875  2152
18-08-08 14:48:44 ---  -236 -7872  2147
18-08-08 14:48:44 ---  -247 -7863  2143
18-08-08 14:48:44 ---  -256 -7845  2139
18-08-08 14:48:44 ---  -273 -7820  2151
18-08-08 14:48:44 ---  -282 -7828  2176
18-08-08 14:48:44 ---  -292 -7838  2201
18-08-08 14:48:44 ---  -288 -7827  2214
18-08-08 14:48:44 ---  -291 -7796  2221
18-08-08 14:48:44 ---  -294 -7752  2231
18-08-08 14:48:44 ---  -301 -7708  2247
18-08-08 14:48:44 ---  -303 -7695  2282
18-08-08 14:48:44 ---  -297 -7694  2317
18-08-08 14:48:44 ---  -295 -7702  2351
18-08-08 14:48:44 ---  -300 -7695  2357
18-08-08 14:48:44 ---  -316 -7675  2348
18-08-08 14:48:44 ---  -348 -7647  2338
18-08-08 14:48:44 ---  -386 -7639  2343
18-08-08 14:48:44 ---  -420 -7651  2375
18-08-08 14:48:44 ---  -446 -7653  2406
18-08-08 14:48:44 ---  -470 -7633  2430
18-08-08 14:48:44 ---  -492 -7582  2421
18-08-08 14:48:44 ---  -508 -7528  2418
18-08-08 14:48:44 ---  -533 -7484  2416
18-08-08 14:48:44 ---  -565 -7470  2430
18-08-08 14:48:44 ---  -591 -7458  2426
18-08-08 14:48:44 ---  -635 -7439  2417
18-08-08 14:48:44 ---  -670 -7429  2418
18-08-08 14:48:44 ---  -709 -7430  2422
18-08-08 14:48:44 ---  -743 -7446  2448
18-08-08 14:48:44 ---  -770 -7456  2458
18-08-08 14:48:44 ---  -784 -7460  2451
18-08-08 14:48:44 ---  -787 -7461  2448
18-08-08 14:48:44 ---  -783 -7475  2465
18-08-08 14:48:44 ---  -776 -7504  2503
18-08-08 14:48:44 ---  -755 -7527  2549
18-08-08 14:48:44 ---  -724 -7535  2589
18-08-08 14:48:44 ---  -673 -7513  2600
18-08-08 14:48:44 ---  -629 -7472  2596
18-08-08 14:48:44 ---  -588 -7436  2597
18-08-08 14:48:44 ---  -579 -7412  2612
18-08-08 14:48:44 ---  -579 -7425  2654
18-08-08 14:48:44 ---  -581 -7445  2699
18-08-08 14:48:44 ---  -588 -7458  2748
18-08-08 14:48:44 ---  -601 -7457  2772
18-08-08 14:48:44 ---  -617 -7441  2790
18-08-08 14:48:44 ---  -649 -7423  2799
18-08-08 14:48:44 ---  -664 -7400  2820
18-08-08 14:48:44 ---  -670 -7359  2833
18-08-08 14:48:44 ---  -654 -7311  2862
18-08-08 14:48:44 ---  -635 -7254  2875
18-08-08 14:48:44 ---  -625 -7236  2907
18-08-08 14:48:44 ---  -617 -7244  2928
18-08-08 14:48:44 ---  -629 -7282  2928
18-08-08 14:48:44 ---  -641 -7335  2950
18-08-08 14:48:44 ---  -640 -7379  2933
18-08-08 14:48:44 ---  -636 -7411  2938
18-08-08 14:48:44 ---  -598 -7429  2918
18-08-08 14:48:44 ---  -577 -7431  2902
18-08-08 14:48:44 ---  -549 -7444  2885
18-08-08 14:48:44 ---  -552 -7455  2873
18-08-08 14:48:44 ---  -573 -7478  2884
18-08-08 14:48:44 ---  -598 -7497  2886
18-08-08 14:48:44 ---  -621 -7510  2878
18-08-08 14:48:44 ---  -637 -7516  2875
18-08-08 14:48:44 ---  -635 -7510  2854
18-08-08 14:48:44 ---  -628 -7498  2854
18-08-08 14:48:44 ---  -619 -7475  2844
18-08-08 14:48:44 ---  -611 -7445  2863
18-08-08 14:48:44 ---  -615 -7423  2897
18-08-08 14:48:44 ---  -628 -7399  2937
18-08-08 14:48:44 ---  -650 -7387  3004
18-08-08 14:48:44 ---  -671 -7365  3038
18-08-08 14:48:44 ---  -682 -7346  3080
18-08-08 14:48:44 ---  -682 -7306  3103
18-08-08 14:48:44 ---  -684 -7268  3126
18-08-08 14:48:44 ---  -682 -7223  3155
18-08-08 14:48:44 --- -1099 -7735  3025
18-08-08 14:48:44 --- -2155 -8540  4244
18-08-08 14:48:44 --- -2977 -9046  3999
18-08-08 14:48:44 --- -3689 -8832  4104
18-08-08 14:48:44 --- -3565 -8558  4531
18-08-08 14:48:44 --- -2485 -7085  2615
18-08-08 14:48:44 --- -1844 -7011  3728
18-08-08 14:48:44 --- -1372 -6866  3018
18-08-08 14:48:44 --- -1425 -7094  3593
18-08-08 14:48:44 --- -1563 -7265  3391
18-08-08 14:48:44 --- -1532 -7524  3630
18-08-08 14:48:44 --- -1373 -7354  3301
18-08-08 14:48:44 --- -1243 -7512  3458
18-08-08 14:48:44 --- -1169 -7487  3550
18-08-08 14:48:44 --- -1118 -7379  3511
18-08-08 14:48:44 ---  -989 -7250  3548
18-08-08 14:48:44 ---  -829 -7191  3668
18-08-08 14:48:44 ---  -742 -7059  3713
18-08-08 14:48:44 ---  -688 -7020  4000
18-08-08 14:48:44 ---  -647 -7046  3890
18-08-08 14:48:44 ---  -625 -6993  3871
18-08-08 14:48:44 ---  -605 -6917  3964
18-08-08 14:48:44 ---  -605 -6908  3987
18-08-08 14:48:44 ---  -625 -6830  4028
18-08-08 14:48:44 ---  -641 -6763  4143
18-08-08 14:48:44 ---  -630 -6739  4196
18-08-08 14:48:44 ---  -626 -6600  4218
18-08-08 14:48:44 ---  -619 -6573  4283
18-08-08 14:48:44 ---  -609 -6543  4304
18-08-08 14:48:44 ---  -602 -6502  4296
18-08-08 14:48:44 ---  -579 -6523  4311
18-08-08 14:48:44 ---  -497 -6550  4336
18-08-08 14:48:44 ---  -442 -6555  4302
18-08-08 14:48:44 ---  -374 -6629  4293
18-08-08 14:48:44 ---  -330 -6672  4247
18-08-08 14:48:44 ---  -304 -6658  4210
18-08-08 14:48:45 ---  -305 -6631  4216
18-08-08 14:48:45 ---  -343 -6563  4336
18-08-08 14:48:45 ---  -387 -6443  4459
18-08-08 14:48:45 ---  -427 -6371  4604
18-08-08 14:48:45 ---  -475 -6312  4766
18-08-08 14:48:45 ---  -520 -6247  4832
18-08-08 14:48:45 ---  -542 -6210  4899
18-08-08 14:48:45 ---  -538 -6190  4953
18-08-08 14:48:45 ---  -522 -6171  4969
18-08-08 14:48:45 ---  -481 -6184  4988
18-08-08 14:48:45 ---  -457 -6183  5005
18-08-08 14:48:45 ---  -431 -6202  4990
18-08-08 14:48:45 ---  -413 -6196  4959
18-08-08 14:48:45 ---  -406 -6239  4945
18-08-08 14:48:45 ---  -391 -6268  4899
18-08-08 14:48:45 ---  -380 -6315  4856
18-08-08 14:48:45 ---  -345 -6353  4811
18-08-08 14:48:45 ---  -301 -6353  4802
18-08-08 14:48:45 ---  -260 -6334  4754
18-08-08 14:48:45 ---  -228 -6289  4767
18-08-08 14:48:45 ---  -205 -6254  4790
18-08-08 14:48:45 ---  -191 -6216  4785
18-08-08 14:48:45 ---  -166 -6229  4853
18-08-08 14:48:45 ---  -134 -6264  4888
18-08-08 14:48:45 ---  -116 -6299  4905
18-08-08 14:48:45 ---  -106 -6344  4937
18-08-08 14:48:45 ---  -119 -6353  4925
18-08-08 14:48:45 ---  -147 -6314  4920
18-08-08 14:48:45 ---  -173 -6293  4920
18-08-08 14:48:45 ---  -197 -6286  4940
18-08-08 14:48:45 ---  -215 -6291  4952
18-08-08 14:48:45 ---  -219 -6336  5007
18-08-08 14:48:45 ---  -224 -6368  5062
18-08-08 14:48:45 ---  -214 -6371  5094
18-08-08 14:48:45 ---  -192 -6370  5149
18-08-08 14:48:45 ---  -163 -6344  5174
18-08-08 14:48:45 ---  -133 -6302  5206
18-08-08 14:48:45 ---  -122 -6268  5194
18-08-08 14:48:45 ---  -132 -6226  5186
18-08-08 14:48:45 ---  -156 -6192  5164
18-08-08 14:48:45 ---  -188 -6161  5121
18-08-08 14:48:45 ---  -229 -6150  5109
18-08-08 14:48:45 ---  -244 -6155  5117
18-08-08 14:48:45 ---  -261 -6171  5106
18-08-08 14:48:45 ---  -266 -6196  5118
18-08-08 14:48:45 ---  -265 -6205  5134
18-08-08 14:48:45 ---  -277 -6208  5142
18-08-08 14:48:45 ---  -260 -6195  5133
18-08-08 14:48:45 ---  -230 -6193  5151
18-08-08 14:48:45 ---  -185 -6176  5162
18-08-08 14:48:45 ---  -152 -6149  5150
18-08-08 14:48:45 ---  -152 -6106  5163
18-08-08 14:48:45 ---  -172 -6042  5180
18-08-08 14:48:45 ---  -210 -5979  5191
18-08-08 14:48:45 ---  -227 -5941  5249
18-08-08 14:48:45 ---  -247 -5919  5281
18-08-08 14:48:45 ---  -250 -5909  5323
18-08-08 14:48:45 ---  -252 -5888  5325
18-08-08 14:48:45 ---  -224 -5852  5375
18-08-08 14:48:45 ---  -191 -5802  5388
18-08-08 14:48:45 ---  -148 -5749  5442
18-08-08 14:48:45 ---  -124 -5687  5500
18-08-08 14:48:45 ---  -123 -5616  5527
18-08-08 14:48:45 ---  -131 -5556  5596
18-08-08 14:48:45 ---  -139 -5488  5635
18-08-08 14:48:45 ---  -145 -5438  5669
18-08-08 14:48:45 ---  -151 -5401  5724
18-08-08 14:48:45 ---  -166 -5390  5776
18-08-08 14:48:45 ---  -186 -5386  5821
18-08-08 14:48:45 ---  -207 -5396  5827
18-08-08 14:48:45 ---  -235 -5418  5879
18-08-08 14:48:45 ---  -250 -5404  5868
18-08-08 14:48:45 ---  -267 -5382  5838
18-08-08 14:48:45 ---  -271 -5362  5849
18-08-08 14:48:45 ---  -257 -5340  5800
18-08-08 14:48:45 ---  -250 -5345  5755
18-08-08 14:48:45 ---  -218 -5386  5789
18-08-08 14:48:45 ---  -187 -5418  5748
18-08-08 14:48:45 ---  -166 -5459  5765
18-08-08 14:48:45 ---  -146 -5503  5718
18-08-08 14:48:45 ---  -150 -5541  5695
18-08-08 14:48:46 --- one package
18-08-08 14:48:46 --- -1854 -4523  2335
18-08-08 14:48:46 --- -1778 -4670  2325
18-08-08 14:48:46 --- -1698 -4822  2201
18-08-08 14:48:46 --- -1623 -4968  2239
18-08-08 14:48:46 --- -1563 -5089  2073
18-08-08 14:48:46 --- -1529 -5204  1974
18-08-08 14:48:46 --- -1484 -5309  1873
18-08-08 14:48:46 --- -1443 -5430  1747
18-08-08 14:48:46 --- -1404 -5549  1694
18-08-08 14:48:46 --- -1354 -5693  1629
18-08-08 14:48:46 --- -1315 -5850  1613
18-08-08 14:48:46 --- -1270 -6026  1636
18-08-08 14:48:46 --- -1226 -6204  1671
18-08-08 14:48:46 --- -1181 -6381  1709
18-08-08 14:48:46 --- -1125 -6552  1737
18-08-08 14:48:46 --- -1070 -6714  1756
18-08-08 14:48:46 --- -1016 -6874  1754
18-08-08 14:48:46 ---  -972 -7020  1745
18-08-08 14:48:46 ---  -939 -7152  1721
18-08-08 14:48:46 ---  -916 -7276  1697
18-08-08 14:48:46 ---  -903 -7385  1688
18-08-08 14:48:46 ---  -890 -7497  1690
18-08-08 14:48:46 ---  -881 -7600  1710
18-08-08 14:48:46 ---  -863 -7702  1731
18-08-08 14:48:46 ---  -838 -7786  1747
18-08-08 14:48:46 ---  -810 -7866  1738
18-08-08 14:48:46 ---  -779 -7932  1719
18-08-08 14:48:46 ---  -759 -7993  1678
18-08-08 14:48:46 ---  -755 -8039  1639
18-08-08 14:48:46 ---  -760 -8074  1614
18-08-08 14:48:46 ---  -790 -8098  1634
18-08-08 14:48:46 ---  -838 -8103  1704
18-08-08 14:48:46 ---  -909 -8103  1824
18-08-08 14:48:46 --- -1000 -8085  1984
